MK	1000	Skopje							42	21.4333	4
MK	1010	Skopje							42	21.4333	4
MK	1011	Kuceviste							42.1097	21.4181	4
MK	1020	Skopje-Karpos 3							41.9367	21.5217	
MK	1040	Skopje							42	21.4333	4
MK	1041	Ilinden							41.9961	21.5822	4
MK	1042	Miladinovci							41.9781	21.6494	4
MK	1043	Petrovec							41.9389	21.615	4
MK	1044	Katlanovo							41.8944	21.6831	4
MK	1045	Aracinovo							42.0264	21.5619	4
MK	1047	Jurumleri							41.9672	21.5569	4
MK	1050	Skopje-Dracevo							41.9367	21.5217	
MK	1053	Zelenikovo							41.8867	21.5869	4
MK	1054	Rakotnici							41.3161	21.1898	
MK	1060	Skopje-Gjorce Petrov							42.0609	21.3193	
MK	1062	Radusa							42.085	21.2106	4
MK	1063	Bukovik							41.9683	21.2369	4
MK	1200	Tetovo							42.0106	20.9714	4
MK	1201	Mala Recica							41.9925	20.9578	4
MK	1203	Nerashte							42.1067	21.1089	4
MK	1206	Jazince							42.1644	21.1761	4
MK	1211	Dobroste							42.1033	21.0778	4
MK	1212	Dzepciste							42.0328	21	4
MK	1213	Zerovjane							41.9153	20.9478	4
MK	1214	Pirok							41.9108	20.9106	4
MK	1215	Jegunovce							42.0736	21.1236	4
MK	1216	Brvenica							41.9672	20.9808	4
MK	1218	Grupcin							41.9678	21.1303	4
MK	1219	Golema Recica							41.9903	20.9458	4
MK	1220	Bogovinje							41.9236	20.9136	4
MK	1221	Kamenjane							41.9444	20.9267	4
MK	1224	Tearce							42.0744	21.0525	4
MK	1225	Vratnica							42.1433	21.1169	4
MK	1226	Zelino							41.9803	21.0642	4
MK	1227	Celopek							41.9317	21.0133	4
MK	1228	Shemshevo							42.0247	21.0797	4
MK	1230	Gostivar							41.7972	20.9083	4
MK	1231	Vrutok							41.7686	20.8392	4
MK	1234	Debreshe							41.8159	20.8842	
MK	1235	Negotino-Gostivarsko							41.4846	22.0906	
MK	1236	Dobri Dol							41.8658	20.8875	4
MK	1237	Cegrane							41.8389	20.9758	4
MK	1238	Vrapciste							41.8339	20.8853	4
